#atoms per molecule N = 36
#distance_atoms = 0.255
#molecule_length = 8.925
#layers = 2

#LJ_epsilon	CD_epsilon	lateral_gap_min	radial_gap_min	offset_min	D-periodicity_min	E_CD_min	E_LJ_min	E_total_min
0.180	70.000	1.008	1.020	4.845	5.100	-25.296	-39.156	-64.453
0.180	80.000	1.008	1.020	4.845	5.100	-22.134	-39.156	-61.291
0.180	90.000	1.008	1.020	5.100	4.845	-19.675	-39.156	-58.831
0.180	100.000	1.008	1.020	4.845	5.100	-17.707	-39.156	-56.864
0.180	110.000	1.008	1.020	4.845	5.100	-16.098	-39.156	-55.254
0.180	120.000	1.008	1.020	5.100	4.845	-14.756	-39.156	-53.913
0.180	130.000	1.008	1.020	5.100	4.845	-13.621	-39.156	-52.778
0.180	140.000	1.120	1.020	4.845	5.100	-10.459	-41.423	-51.882
0.180	150.000	1.120	1.020	4.845	5.100	-9.762	-41.423	-51.185
0.180	160.000	1.120	1.020	4.845	5.100	-9.152	-41.423	-50.574
0.180	170.000	1.120	1.020	4.845	5.100	-8.613	-41.423	-50.036
0.180	180.000	1.120	1.020	4.845	5.100	-8.135	-41.423	-49.558
0.180	190.000	1.120	1.020	4.845	5.100	-7.707	-41.423	-49.129
0.180	200.000	1.120	1.020	4.845	5.100	-7.321	-41.423	-48.744

0.190	10.000	1.008	0.765	4.845	4.845	-209.603	-12.873	-222.475
0.190	20.000	1.008	1.020	4.845	5.100	-88.537	-41.332	-129.868
0.190	30.000	1.008	1.020	5.100	4.845	-59.024	-41.332	-100.356
0.190	40.000	1.008	1.020	5.100	4.845	-44.268	-41.332	-85.600
0.190	50.000	1.008	1.020	5.100	4.845	-35.415	-41.332	-76.746
0.190	60.000	1.008	1.020	4.845	5.100	-29.512	-41.332	-70.844
0.190	70.000	1.008	1.020	5.100	4.845	-25.296	-41.332	-66.628
0.190	80.000	1.008	1.020	5.100	4.845	-22.134	-41.332	-63.466
0.190	90.000	1.008	1.020	5.100	4.845	-19.675	-41.332	-61.007
0.190	100.000	1.008	1.020	5.100	4.845	-17.707	-41.332	-59.039
0.190	110.000	1.008	1.020	5.100	4.845	-16.098	-41.332	-57.429
0.190	120.000	1.008	1.020	4.845	5.100	-14.756	-41.332	-56.088
0.190	130.000	1.120	1.020	4.845	5.100	-11.264	-43.724	-54.988
0.190	140.000	1.120	1.020	4.845	5.100	-10.459	-43.724	-54.183
0.190	150.000	1.120	1.020	4.845	5.100	-9.762	-43.724	-53.486
0.190	160.000	1.120	1.020	4.845	5.100	-9.152	-43.724	-52.876
0.190	170.000	1.120	1.020	4.845	5.100	-8.613	-43.724	-52.337
0.190	180.000	1.120	1.020	4.845	5.100	-8.135	-43.724	-51.859
0.190	190.000	1.120	1.020	4.845	5.100	-7.707	-43.724	-51.431
0.190	200.000	1.120	1.020	4.845	5.100	-7.321	-43.724	-51.045

0.200	10.000	1.008	0.765	4.845	4.845	-209.603	-13.550	-223.153
0.200	20.000	1.008	1.020	5.100	4.845	-88.537	-43.507	-132.044
0.200	30.000	1.008	1.020	5.100	4.845	-59.024	-43.507	-102.532
0.200	40.000	1.008	1.020	4.845	5.100	-44.268	-43.507	-87.776
0.200	50.000	1.008	1.020	4.845	5.100	-35.415	-43.507	-78.922
0.200	60.000	1.008	1.020	5.100	4.845	-29.512	-43.507	-73.019
0.200	70.000	1.008	1.020	4.845	5.100	-25.296	-43.507	-68.803
0.200	80.000	1.008	1.020	4.845	5.100	-22.134	-43.507	-65.641
0.200	90.000	1.008	1.020	5.100	4.845	-19.675	-43.507	-63.182
0.200	100.000	1.008	1.020	4.845	5.100	-17.707	-43.507	-61.215
0.200	110.000	1.008	1.020	4.845	5.100	-16.098	-43.507	-59.605
0.200	120.000	1.008	1.020	5.100	4.845	-14.756	-43.507	-58.263
0.200	130.000	1.120	1.020	4.845	5.100	-11.264	-46.025	-57.289
0.200	140.000	1.120	1.020	4.845	5.100	-10.459	-46.025	-56.484
0.200	150.000	1.120	1.020	4.845	5.100	-9.762	-46.025	-55.787
0.200	160.000	1.120	1.020	4.845	5.100	-9.152	-46.025	-55.177
0.200	170.000	1.120	1.020	4.845	5.100	-8.613	-46.025	-54.639
0.200	180.000	1.120	1.020	4.845	5.100	-8.135	-46.025	-54.160
0.200	190.000	1.120	1.020	4.845	5.100	-7.707	-46.025	-53.732
0.200	200.000	1.120	1.020	4.845	5.100	-7.321	-46.025	-53.347

0.210	10.000	1.008	0.765	4.845	4.845	-209.603	-14.228	-223.830
0.210	20.000	1.008	1.020	4.845	5.100	-88.537	-45.683	-134.219
0.210	30.000	1.008	1.020	4.845	5.100	-59.024	-45.683	-104.707
0.210	40.000	1.008	1.020	5.100	4.845	-44.268	-45.683	-89.951
0.210	50.000	1.008	1.020	5.100	4.845	-35.415	-45.683	-81.097
0.210	60.000	1.008	1.020	4.845	5.100	-29.512	-45.683	-75.195
0.210	70.000	1.008	1.020	4.845	5.100	-25.296	-45.683	-70.979
0.210	80.000	1.008	1.020	4.845	5.100	-22.134	-45.683	-67.817
0.210	90.000	1.008	1.020	4.845	5.100	-19.675	-45.683	-65.357
0.210	100.000	1.008	1.020	4.845	5.100	-17.707	-45.683	-63.390
0.210	110.000	1.008	1.020	4.845	5.100	-16.098	-45.683	-61.780
0.210	120.000	1.120	1.020	4.845	5.100	-12.202	-48.327	-60.529
0.210	130.000	1.120	1.020	4.845	5.100	-11.264	-48.327	-59.590
0.210	140.000	1.120	1.020	4.845	5.100	-10.459	-48.327	-58.786
0.210	150.000	1.120	1.020	4.845	5.100	-9.762	-48.327	-58.088
0.210	160.000	1.120	1.020	4.845	5.100	-9.152	-48.327	-57.478
0.210	170.000	1.120	1.020	4.845	5.100	-8.613	-48.327	-56.940
0.210	180.000	1.120	1.020	4.845	5.100	-8.135	-48.327	-56.461
0.210	190.000	1.120	1.020	4.845	5.100	-7.707	-48.327	-56.033
0.210	200.000	1.120	1.020	4.845	5.100	-7.321	-48.327	-55.648

0.220	10.000	1.008	1.020	4.845	5.100	-177.073	-47.858	-224.931
0.220	20.000	1.008	1.020	4.845	5.100	-88.537	-47.858	-136.395
0.220	30.000	1.008	1.020	5.100	4.845	-59.024	-47.858	-106.882
0.220	40.000	1.008	1.020	4.845	5.100	-44.268	-47.858	-92.126
0.220	50.000	1.008	1.020	4.845	5.100	-35.415	-47.858	-83.273
0.220	60.000	1.008	1.020	5.100	4.845	-29.512	-47.858	-77.370
0.220	70.000	1.008	1.020	4.845	5.100	-25.296	-47.858	-73.154
0.220	80.000	1.008	1.020	4.845	5.100	-22.134	-47.858	-69.992
0.220	90.000	1.008	1.020	5.100	4.845	-19.675	-47.858	-67.533
0.220	100.000	1.008	1.020	4.845	5.100	-17.707	-47.858	-65.565
0.220	110.000	1.008	1.020	4.845	5.100	-16.098	-47.858	-63.955
0.220	120.000	1.120	1.020	4.845	5.100	-12.202	-50.628	-62.830
0.220	130.000	1.120	1.020	4.845	5.100	-11.264	-50.628	-61.891
0.220	140.000	1.120	1.020	4.845	5.100	-10.459	-50.628	-61.087
0.220	150.000	1.120	1.020	4.845	5.100	-9.762	-50.628	-60.390
0.220	160.000	1.120	1.020	4.845	5.100	-9.152	-50.628	-59.780
0.220	170.000	1.120	1.020	4.845	5.100	-8.613	-50.628	-59.241
0.220	180.000	1.120	1.020	4.845	5.100	-8.135	-50.628	-58.763
0.220	190.000	1.120	1.020	4.845	5.100	-7.707	-50.628	-58.335
0.220	200.000	1.120	1.020	4.845	5.100	-7.321	-50.628	-57.949

0.230	10.000	1.008	1.020	4.845	5.100	-177.073	-50.033	-227.107
0.230	20.000	1.008	1.020	4.845	5.100	-88.537	-50.033	-138.570
0.230	30.000	1.008	1.020	4.845	5.100	-59.024	-50.033	-109.058
0.230	40.000	1.008	1.020	5.100	4.845	-44.268	-50.033	-94.302
0.230	50.000	1.008	1.020	5.100	4.845	-35.415	-50.033	-85.448
0.230	60.000	1.008	1.020	4.845	5.100	-29.512	-50.033	-79.545
0.230	70.000	1.008	1.020	4.845	5.100	-25.296	-50.033	-75.329
0.230	80.000	1.008	1.020	4.845	5.100	-22.134	-50.033	-72.167
0.230	90.000	1.008	1.020	4.845	5.100	-19.675	-50.033	-69.708
0.230	100.000	1.008	1.020	4.845	5.100	-17.707	-50.033	-67.741
0.230	110.000	1.120	1.020	4.845	5.100	-13.311	-52.929	-66.241
0.230	120.000	1.120	1.020	4.845	5.100	-12.202	-52.929	-65.131
0.230	130.000	1.120	1.020	4.845	5.100	-11.264	-52.929	-64.193
0.230	140.000	1.120	1.020	4.845	5.100	-10.459	-52.929	-63.388
0.230	150.000	1.120	1.020	4.845	5.100	-9.762	-52.929	-62.691
0.230	160.000	1.120	1.020	4.845	5.100	-9.152	-52.929	-62.081
0.230	170.000	1.120	1.020	4.845	5.100	-8.613	-52.929	-61.543
0.230	180.000	1.120	1.020	4.845	5.100	-8.135	-52.929	-61.064
0.230	190.000	1.120	1.020	4.845	5.100	-7.707	-52.929	-60.636
0.230	200.000	1.120	1.020	4.845	5.100	-7.321	-52.929	-60.251

0.240	10.000	1.008	1.020	4.845	5.100	-177.073	-52.209	-229.282
0.240	20.000	1.008	1.020	5.100	4.845	-88.537	-52.209	-140.745
0.240	30.000	1.008	1.020	5.100	4.845	-59.024	-52.209	-111.233
0.240	40.000	1.008	1.020	4.845	5.100	-44.268	-52.209	-96.477
0.240	50.000	1.008	1.020	4.845	5.100	-35.415	-52.209	-87.623
0.240	60.000	1.008	1.020	5.100	4.845	-29.512	-52.209	-81.721
0.240	70.000	1.008	1.020	4.845	5.100	-25.296	-52.209	-77.505
0.240	80.000	1.008	1.020	4.845	5.100	-22.134	-52.209	-74.343
0.240	90.000	1.008	1.020	5.100	4.845	-19.675	-52.209	-71.883
0.240	100.000	1.008	1.020	4.845	5.100	-17.707	-52.209	-69.916
0.240	110.000	1.120	1.020	4.845	5.100	-13.311	-55.230	-68.542
0.240	120.000	1.120	1.020	4.845	5.100	-12.202	-55.230	-67.433
0.240	130.000	1.120	1.020	4.845	5.100	-11.264	-55.230	-66.494
0.240	140.000	1.120	1.020	4.845	5.100	-10.459	-55.230	-65.689
0.240	150.000	1.120	1.020	4.845	5.100	-9.762	-55.230	-64.992
0.240	160.000	1.120	1.020	4.845	5.100	-9.152	-55.230	-64.382
0.240	170.000	1.120	1.020	4.845	5.100	-8.613	-55.230	-63.844
0.240	180.000	1.120	1.020	4.845	5.100	-8.135	-55.230	-63.365
0.240	190.000	1.120	1.020	4.845	5.100	-7.707	-55.230	-62.937
0.240	200.000	1.120	1.020	4.845	5.100	-7.321	-55.230	-62.552

0.250	10.000	1.008	1.020	5.100	4.845	-177.073	-54.384	-231.457
0.250	20.000	1.008	1.020	4.845	5.100	-88.537	-54.384	-142.921
0.250	30.000	1.008	1.020	4.845	5.100	-59.024	-54.384	-113.408
0.250	40.000	1.008	1.020	5.100	4.845	-44.268	-54.384	-98.652
0.250	50.000	1.008	1.020	5.100	4.845	-35.415	-54.384	-89.799
0.250	60.000	1.008	1.020	4.845	5.100	-29.512	-54.384	-83.896
0.250	70.000	1.008	1.020	4.845	5.100	-25.296	-54.384	-79.680
0.250	80.000	1.008	1.020	4.845	5.100	-22.134	-54.384	-76.518
0.250	90.000	1.008	1.020	4.845	5.100	-19.675	-54.384	-74.059
0.250	100.000	1.120	1.020	4.845	5.100	-14.643	-57.532	-72.174
0.250	110.000	1.120	1.020	4.845	5.100	-13.311	-57.532	-70.843
0.250	120.000	1.120	1.020	4.845	5.100	-12.202	-57.532	-69.734
0.250	130.000	1.120	1.020	4.845	5.100	-11.264	-57.532	-68.795
0.250	140.000	1.120	1.020	4.845	5.100	-10.459	-57.532	-67.991
0.250	150.000	1.120	1.020	4.845	5.100	-9.762	-57.532	-67.293
0.250	160.000	1.120	1.020	4.845	5.100	-9.152	-57.532	-66.683
0.250	170.000	1.120	1.020	4.845	5.100	-8.613	-57.532	-66.145
0.250	180.000	1.120	1.020	4.845	5.100	-8.135	-57.532	-65.667
0.250	190.000	1.120	1.020	4.845	5.100	-7.707	-57.532	-65.238
0.250	200.000	1.120	1.020	4.845	5.100	-7.321	-57.532	-64.853

0.260	10.000	1.008	1.020	4.845	5.100	-177.073	-56.559	-233.633
0.260	20.000	1.008	1.020	4.845	5.100	-88.537	-56.559	-145.096
0.260	30.000	1.008	1.020	5.100	4.845	-59.024	-56.559	-115.584
0.260	40.000	1.008	1.020	4.845	5.100	-44.268	-56.559	-100.828
0.260	50.000	1.008	1.020	4.845	5.100	-35.415	-56.559	-91.974
0.260	60.000	1.008	1.020	5.100	4.845	-29.512	-56.559	-86.072
0.260	70.000	1.008	1.020	4.845	5.100	-25.296	-56.559	-81.856
0.260	80.000	1.008	1.020	4.845	5.100	-22.134	-56.559	-78.694
0.260	90.000	1.008	1.020	5.100	4.845	-19.675	-56.559	-76.234
0.260	100.000	1.120	1.020	4.845	5.100	-14.643	-59.833	-74.476
0.260	110.000	1.120	1.020	4.845	5.100	-13.311	-59.833	-73.144
0.260	120.000	1.120	1.020	4.845	5.100	-12.202	-59.833	-72.035
0.260	130.000	1.120	1.020	4.845	5.100	-11.264	-59.833	-71.097
0.260	140.000	1.120	1.020	4.845	5.100	-10.459	-59.833	-70.292
0.260	150.000	1.120	1.020	4.845	5.100	-9.762	-59.833	-69.595
0.260	160.000	1.120	1.020	4.845	5.100	-9.152	-59.833	-68.985
0.260	170.000	1.120	1.020	4.845	5.100	-8.613	-59.833	-68.446
0.260	180.000	1.120	1.020	4.845	5.100	-8.135	-59.833	-67.968
0.260	190.000	1.120	1.020	4.845	5.100	-7.707	-59.833	-67.540
0.260	200.000	1.120	1.020	4.845	5.100	-7.321	-59.833	-67.154

0.270	10.000	1.008	1.020	5.100	4.845	-177.073	-58.735	-235.808
0.270	20.000	1.008	1.020	4.845	5.100	-88.537	-58.735	-147.271
0.270	30.000	1.008	1.020	4.845	5.100	-59.024	-58.735	-117.759
0.270	40.000	1.008	1.020	4.845	5.100	-44.268	-58.735	-103.003
0.270	50.000	1.008	1.020	4.845	5.100	-35.415	-58.735	-94.149
0.270	60.000	1.008	1.020	5.100	4.845	-29.512	-58.735	-88.247
0.270	70.000	1.008	1.020	5.100	4.845	-25.296	-58.735	-84.031
0.270	80.000	1.008	1.020	5.100	4.845	-22.134	-58.735	-80.869
0.270	90.000	1.008	1.020	4.845	5.100	-19.675	-58.735	-78.410
0.270	100.000	1.120	1.020	4.845	5.100	-14.643	-62.134	-76.777
0.270	110.000	1.120	1.020	4.845	5.100	-13.311	-62.134	-75.446
0.270	120.000	1.120	1.020	4.845	5.100	-12.202	-62.134	-74.336
0.270	130.000	1.120	1.020	4.845	5.100	-11.264	-62.134	-73.398
0.270	140.000	1.120	1.020	4.845	5.100	-10.459	-62.134	-72.593
0.270	150.000	1.120	1.020	4.845	5.100	-9.762	-62.134	-71.896
0.270	160.000	1.120	1.020	4.845	5.100	-9.152	-62.134	-71.286
0.270	170.000	1.120	1.020	4.845	5.100	-8.613	-62.134	-70.748
0.270	180.000	1.120	1.020	4.845	5.100	-8.135	-62.134	-70.269
0.270	190.000	1.120	1.020	4.845	5.100	-7.707	-62.134	-69.841
0.270	200.000	1.120	1.020	4.845	5.100	-7.321	-62.134	-69.456

0.280	10.000	1.008	1.020	4.845	5.100	-177.073	-60.910	-237.983
0.280	20.000	1.008	1.020	4.845	5.100	-88.537	-60.910	-149.447
0.280	30.000	1.008	1.020	5.100	4.845	-59.024	-60.910	-119.934
0.280	40.000	1.008	1.020	5.100	4.845	-44.268	-60.910	-105.178
0.280	50.000	1.008	1.020	5.100	4.845	-35.415	-60.910	-96.325
0.280	60.000	1.008	1.020	4.845	5.100	-29.512	-60.910	-90.422
0.280	70.000	1.008	1.020	5.100	4.845	-25.296	-60.910	-86.206
0.280	80.000	1.008	1.020	5.100	4.845	-22.134	-60.910	-83.044
0.280	90.000	1.120	1.020	4.845	5.100	-16.270	-64.436	-80.705
0.280	100.000	1.120	1.020	4.845	5.100	-14.643	-64.436	-79.078
0.280	110.000	1.120	1.020	4.845	5.100	-13.311	-64.436	-77.747
0.280	120.000	1.120	1.020	4.845	5.100	-12.202	-64.436	-76.638
0.280	130.000	1.120	1.020	4.845	5.100	-11.264	-64.436	-75.699
0.280	140.000	1.120	1.020	4.845	5.100	-10.459	-64.436	-74.895
0.280	150.000	1.120	1.020	4.845	5.100	-9.762	-64.436	-74.197
0.280	160.000	1.120	1.020	4.845	5.100	-9.152	-64.436	-73.587
0.280	170.000	1.120	1.020	4.845	5.100	-8.613	-64.436	-73.049
0.280	180.000	1.120	1.020	4.845	5.100	-8.135	-64.436	-72.570
0.280	190.000	1.120	1.020	4.845	5.100	-7.707	-64.436	-72.142
0.280	200.000	1.120	1.020	4.845	5.100	-7.321	-64.436	-71.757

0.290	10.000	1.008	1.020	4.845	5.100	-177.073	-63.085	-240.159
0.290	20.000	1.008	1.020	5.100	4.845	-88.537	-63.085	-151.622
0.290	30.000	1.008	1.020	5.100	4.845	-59.024	-63.085	-122.110
0.290	40.000	1.008	1.020	4.845	5.100	-44.268	-63.085	-107.354
0.290	50.000	1.008	1.020	4.845	5.100	-35.415	-63.085	-98.500
0.290	60.000	1.008	1.020	5.100	4.845	-29.512	-63.085	-92.598
0.290	70.000	1.008	1.020	4.845	5.100	-25.296	-63.085	-88.382
0.290	80.000	1.008	1.020	4.845	5.100	-22.134	-63.085	-85.220
0.290	90.000	1.120	1.020	4.845	5.100	-16.270	-66.737	-83.006
0.290	100.000	1.120	1.020	4.845	5.100	-14.643	-66.737	-81.379
0.290	110.000	1.120	1.020	4.845	5.100	-13.311	-66.737	-80.048
0.290	120.000	1.120	1.020	4.845	5.100	-12.202	-66.737	-78.939
0.290	130.000	1.120	1.020	4.845	5.100	-11.264	-66.737	-78.000
0.290	140.000	1.120	1.020	4.845	5.100	-10.459	-66.737	-77.196
0.290	150.000	1.120	1.020	4.845	5.100	-9.762	-66.737	-76.499
0.290	160.000	1.120	1.020	4.845	5.100	-9.152	-66.737	-75.888
0.290	170.000	1.120	1.020	4.845	5.100	-8.613	-66.737	-75.350
0.290	180.000	1.120	1.020	4.845	5.100	-8.135	-66.737	-74.872
0.290	190.000	1.120	1.020	4.845	5.100	-7.707	-66.737	-74.443
0.290	200.000	1.120	1.020	4.845	5.100	-7.321	-66.737	-74.058

0.300	10.000	1.008	1.020	4.845	5.100	-177.073	-65.261	-242.334
0.300	20.000	1.008	1.020	4.845	5.100	-88.537	-65.261	-153.797
0.300	30.000	1.008	1.020	4.845	5.100	-59.024	-65.261	-124.285
0.300	40.000	1.008	1.020	4.845	5.100	-44.268	-65.261	-109.529
0.300	50.000	1.008	1.020	4.845	5.100	-35.415	-65.261	-100.675
0.300	60.000	1.008	1.020	4.845	5.100	-29.512	-65.261	-94.773
0.300	70.000	1.008	1.020	4.845	5.100	-25.296	-65.261	-90.557
0.300	80.000	1.008	1.020	4.845	5.100	-22.134	-65.261	-87.395
0.300	90.000	1.120	1.020	4.845	5.100	-16.270	-69.038	-85.308
0.300	100.000	1.120	1.020	4.845	5.100	-14.643	-69.038	-83.681
0.300	110.000	1.120	1.020	4.845	5.100	-13.311	-69.038	-82.350
0.300	120.000	1.120	1.020	4.845	5.100	-12.202	-69.038	-81.240
0.300	130.000	1.120	1.020	4.845	5.100	-11.264	-69.038	-80.302
0.300	140.000	1.120	1.020	4.845	5.100	-10.459	-69.038	-79.497
0.300	150.000	1.120	1.020	4.845	5.100	-9.762	-69.038	-78.800
0.300	160.000	1.120	1.020	4.845	5.100	-9.152	-69.038	-78.190
0.300	170.000	1.120	1.020	4.845	5.100	-8.613	-69.038	-77.651
0.300	180.000	1.120	1.020	4.845	5.100	-8.135	-69.038	-77.173
0.300	190.000	1.120	1.020	4.845	5.100	-7.707	-69.038	-76.745
0.300	200.000	1.120	1.020	4.845	5.100	-7.321	-69.038	-76.359

0.310	10.000	1.008	1.020	4.845	5.100	-177.073	-67.436	-244.509
0.310	20.000	1.008	1.020	4.845	5.100	-88.537	-67.436	-155.973
0.310	30.000	1.008	1.020	4.845	5.100	-59.024	-67.436	-126.461
0.310	40.000	1.008	1.020	4.845	5.100	-44.268	-67.436	-111.704
0.310	50.000	1.008	1.020	4.845	5.100	-35.415	-67.436	-102.851
0.310	60.000	1.008	1.020	4.845	5.100	-29.512	-67.436	-96.948
0.310	70.000	1.008	1.020	4.845	5.100	-25.296	-67.436	-92.732
0.310	80.000	1.120	1.020	4.845	5.100	-18.303	-71.339	-89.643
0.310	90.000	1.120	1.020	4.845	5.100	-16.270	-71.339	-87.609
0.310	100.000	1.120	1.020	4.845	5.100	-14.643	-71.339	-85.982
0.310	110.000	1.120	1.020	4.845	5.100	-13.311	-71.339	-84.651
0.310	120.000	1.120	1.020	4.845	5.100	-12.202	-71.339	-83.542
0.310	130.000	1.120	1.020	4.845	5.100	-11.264	-71.339	-82.603
0.310	140.000	1.120	1.020	4.845	5.100	-10.459	-71.339	-81.798
0.310	150.000	1.120	1.020	4.845	5.100	-9.762	-71.339	-81.101
0.310	160.000	1.120	1.020	4.845	5.100	-9.152	-71.339	-80.491
0.310	170.000	1.120	1.020	4.845	5.100	-8.613	-71.339	-79.953
0.310	180.000	1.120	1.020	4.845	5.100	-8.135	-71.339	-79.474
0.310	190.000	1.120	1.020	4.845	5.100	-7.707	-71.339	-79.046
0.310	200.000	1.120	1.020	4.845	5.100	-7.321	-71.339	-78.661

0.320	10.000	1.008	1.020	4.845	5.100	-177.073	-69.612	-246.685
0.320	20.000	1.008	1.020	4.845	5.100	-88.537	-69.612	-158.148
0.320	30.000	1.008	1.020	5.100	4.845	-59.024	-69.612	-128.636
0.320	40.000	1.008	1.020	5.100	4.845	-44.268	-69.612	-113.880
0.320	50.000	1.008	1.020	5.100	4.845	-35.415	-69.612	-105.026
0.320	60.000	1.008	1.020	4.845	5.100	-29.512	-69.612	-99.124
0.320	70.000	1.008	1.020	5.100	4.845	-25.296	-69.612	-94.908
0.320	80.000	1.120	1.020	4.845	5.100	-18.303	-73.641	-91.944
0.320	90.000	1.120	1.020	4.845	5.100	-16.270	-73.641	-89.910
0.320	100.000	1.120	1.020	4.845	5.100	-14.643	-73.641	-88.283
0.320	110.000	1.120	1.020	4.845	5.100	-13.311	-73.641	-86.952
0.320	120.000	1.120	1.020	4.845	5.100	-12.202	-73.641	-85.843
0.320	130.000	1.120	1.020	4.845	5.100	-11.264	-73.641	-84.904
0.320	140.000	1.120	1.020	4.845	5.100	-10.459	-73.641	-84.100
0.320	150.000	1.120	1.020	4.845	5.100	-9.762	-73.641	-83.402
0.320	160.000	1.120	1.020	4.845	5.100	-9.152	-73.641	-82.792
0.320	170.000	1.120	1.020	4.845	5.100	-8.613	-73.641	-82.254
0.320	180.000	1.120	1.020	4.845	5.100	-8.135	-73.641	-81.775
0.320	190.000	1.120	1.020	4.845	5.100	-7.707	-73.641	-81.347
0.320	200.000	1.120	1.020	4.845	5.100	-7.321	-73.641	-80.962

0.330	10.000	1.008	1.020	4.845	5.100	-177.073	-71.787	-248.860
0.330	20.000	1.008	1.020	5.100	4.845	-88.537	-71.787	-160.324
0.330	30.000	1.008	1.020	4.845	5.100	-59.024	-71.787	-130.811
0.330	40.000	1.008	1.020	4.845	5.100	-44.268	-71.787	-116.055
0.330	50.000	1.008	1.020	4.845	5.100	-35.415	-71.787	-107.202
0.330	60.000	1.008	1.020	5.100	4.845	-29.512	-71.787	-101.299
0.330	70.000	1.008	1.020	5.100	4.845	-25.296	-71.787	-97.083
0.330	80.000	1.120	1.020	4.845	5.100	-18.303	-75.942	-94.245
0.330	90.000	1.120	1.020	4.845	5.100	-16.270	-75.942	-92.211
0.330	100.000	1.120	1.020	4.845	5.100	-14.643	-75.942	-90.585
0.330	110.000	1.120	1.020	4.845	5.100	-13.311	-75.942	-89.253
0.330	120.000	1.120	1.020	4.845	5.100	-12.202	-75.942	-88.144
0.330	130.000	1.120	1.020	4.845	5.100	-11.264	-75.942	-87.205
0.330	140.000	1.120	1.020	4.845	5.100	-10.459	-75.942	-86.401
0.330	150.000	1.120	1.020	4.845	5.100	-9.762	-75.942	-85.704
0.330	160.000	1.120	1.020	4.845	5.100	-9.152	-75.942	-85.094
0.330	170.000	1.120	1.020	4.845	5.100	-8.613	-75.942	-84.555
0.330	180.000	1.120	1.020	4.845	5.100	-8.135	-75.942	-84.077
0.330	190.000	1.120	1.020	4.845	5.100	-7.707	-75.942	-83.649
0.330	200.000	1.120	1.020	4.845	5.100	-7.321	-75.942	-83.263

0.340	10.000	1.008	1.020	5.100	4.845	-177.073	-73.962	-251.035
0.340	20.000	1.008	1.020	5.100	4.845	-88.537	-73.962	-162.499
0.340	30.000	1.008	1.020	4.845	5.100	-59.024	-73.962	-132.987
0.340	40.000	1.008	1.020	5.100	4.845	-44.268	-73.962	-118.231
0.340	50.000	1.008	1.020	5.100	4.845	-35.415	-73.962	-109.377
0.340	60.000	1.008	1.020	4.845	5.100	-29.512	-73.962	-103.474
0.340	70.000	1.008	1.020	5.100	4.845	-25.296	-73.962	-99.258
0.340	80.000	1.120	1.020	4.845	5.100	-18.303	-78.243	-96.546
0.340	90.000	1.120	1.020	4.845	5.100	-16.270	-78.243	-94.513
0.340	100.000	1.120	1.020	4.845	5.100	-14.643	-78.243	-92.886
0.340	110.000	1.120	1.020	4.845	5.100	-13.311	-78.243	-91.555
0.340	120.000	1.120	1.020	4.845	5.100	-12.202	-78.243	-90.445
0.340	130.000	1.120	1.020	4.845	5.100	-11.264	-78.243	-89.507
0.340	140.000	1.120	1.020	4.845	5.100	-10.459	-78.243	-88.702
0.340	150.000	1.120	1.020	4.845	5.100	-9.762	-78.243	-88.005
0.340	160.000	1.120	1.020	4.845	5.100	-9.152	-78.243	-87.395
0.340	170.000	1.120	1.020	4.845	5.100	-8.613	-78.243	-86.856
0.340	180.000	1.120	1.020	4.845	5.100	-8.135	-78.243	-86.378
0.340	190.000	1.120	1.020	4.845	5.100	-7.707	-78.243	-85.950
0.340	200.000	1.120	1.020	4.845	5.100	-7.321	-78.243	-85.564

0.350	10.000	1.008	1.020	4.845	5.100	-177.073	-76.138	-253.211
0.350	20.000	1.008	1.020	4.845	5.100	-88.537	-76.138	-164.674
0.350	30.000	1.008	1.020	4.845	5.100	-59.024	-76.138	-135.162
0.350	40.000	1.008	1.020	4.845	5.100	-44.268	-76.138	-120.406
0.350	50.000	1.008	1.020	4.845	5.100	-35.415	-76.138	-111.552
0.350	60.000	1.008	1.020	4.845	5.100	-29.512	-76.138	-105.650
0.350	70.000	1.120	1.020	4.845	5.100	-20.918	-80.544	-101.462
0.350	80.000	1.120	1.020	4.845	5.100	-18.303	-80.544	-98.848
0.350	90.000	1.120	1.020	4.845	5.100	-16.270	-80.544	-96.814
0.350	100.000	1.120	1.020	4.845	5.100	-14.643	-80.544	-95.187
0.350	110.000	1.120	1.020	4.845	5.100	-13.311	-80.544	-93.856
0.350	120.000	1.120	1.020	4.845	5.100	-12.202	-80.544	-92.747
0.350	130.000	1.120	1.020	4.845	5.100	-11.264	-80.544	-91.808
0.350	140.000	1.120	1.020	4.845	5.100	-10.459	-80.544	-91.003
0.350	150.000	1.120	1.020	4.845	5.100	-9.762	-80.544	-90.306
0.350	160.000	1.120	1.020	4.845	5.100	-9.152	-80.544	-89.696
0.350	170.000	1.120	1.020	4.845	5.100	-8.613	-80.544	-89.158
0.350	180.000	1.120	1.020	4.845	5.100	-8.135	-80.544	-88.679
0.350	190.000	1.120	1.020	4.845	5.100	-7.707	-80.544	-88.251
0.350	200.000	1.120	1.020	4.845	5.100	-7.321	-80.544	-87.866

0.360	10.000	1.008	1.020	5.100	4.845	-177.073	-78.313	-255.386
